"age","failures","absences","G1","G2","G3","female","rural","bigFamily","parentsApart","extraSchool","familyHelp","seeksCollege","significantOther"
17,0,4,17,15,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
16,0,8,9,9,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,1,24,18,18,18,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
16,0,0,9,9,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
16,0,2,16,16,16,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
16,0,6,8,10,10,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
17,0,4,9,9,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,18,7,6,6,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
16,0,6,10,10,11,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,1,28,10,9,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
16,3,5,7,7,7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
16,0,10,11,12,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
16,0,6,9,9,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,6,7,7,7,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
19,0,10,8,8,8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,13,12,12,13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
16,0,0,12,13,14,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
18,1,15,6,7,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,12,8,10,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,2,14,15,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17,2,22,6,6,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
18,1,13,6,6,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,3,7,7,8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,4,9,10,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,2,6,6,6,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,1,0,6,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
16,0,2,16,16,17,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
18,0,0,12,13,13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
16,0,0,13,13,14,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,1,16,9,8,7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,10,16,15,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,2,12,11,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,14,10,8,9,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17,0,10,12,10,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17,0,14,13,13,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,4,11,11,11,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,14,11,9,9,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
16,0,2,14,13,13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
16,0,18,9,7,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
16,0,10,11,9,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,4,14,13,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
16,0,20,13,12,12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,2,13,11,11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,1,0,7,7,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17,0,14,12,12,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,2,10,11,12,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
16,0,0,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
16,0,0,13,12,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,7,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
16,0,6,18,18,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,4,12,12,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
22,3,16,6,8,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
18,1,8,3,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
16,0,0,13,15,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,1,0,6,8,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16,0,6,7,10,10,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
18,1,4,6,9,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16,0,0,8,9,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,0,8,12,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,1,2,7,9,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,6,14,12,13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
19,0,12,11,11,11,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18,0,8,15,14,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,0,10,9,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,21,17,18,18,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,2,8,8,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,1,13,12,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,4,10,9,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,9,10,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,13,17,17,17,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17,0,2,9,9,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,8,12,10,11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,10,10,9,10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,0,6,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
19,2,15,9,9,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,4,15,14,14,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,2,11,11,11,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,2,15,14,14,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,2,10,10,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,6,12,12,12,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
18,0,75,10,9,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
18,0,22,9,9,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,1,15,9,8,8,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
18,0,8,10,11,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,30,8,8,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17,1,19,11,9,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
18,0,1,12,12,12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,4,8,9,10,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
17,0,4,10,9,11,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,2,12,10,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,5,18,18,19,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,6,13,12,12,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,6,15,14,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,9,15,13,15,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
18,0,11,12,11,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,0,15,15,15,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,1,12,12,12,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,6,18,18,18,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,8,14,13,14,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,4,14,12,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
19,0,0,10,9,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,10,10,8,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,0,14,13,14,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,5,16,15,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,14,12,10,11,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17,0,0,11,11,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,0,15,12,14,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,0,17,17,18,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
19,1,20,15,14,13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,1,8,14,12,12,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
20,0,0,17,18,18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
19,1,38,8,9,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
19,1,0,15,12,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
19,1,18,12,10,10,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
19,1,0,9,9,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
19,0,20,14,12,13,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
19,1,3,13,11,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
19,1,22,13,10,11,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
19,2,14,15,13,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
19,1,40,13,11,11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,9,9,10,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,0,11,11,10,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,2,11,11,11,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,23,13,13,13,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17,0,12,11,9,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,3,11,11,11,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,1,12,14,15,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,0,16,15,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,3,9,12,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,3,14,15,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,8,11,10,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,7,10,9,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,4,14,14,14,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,2,9,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,7,12,14,14,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,0,7,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,8,8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,0,10,9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,16,16,15,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
19,1,12,14,13,13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
17,0,0,7,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,7,16,15,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,4,9,10,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
19,1,4,11,12,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
18,1,0,10,10,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,11,16,15,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,1,0,9,8,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
18,0,4,11,10,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,7,13,13,14,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,9,16,15,16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,0,10,10,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,0,13,15,15,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,1,10,11,13,13,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
19,3,8,8,7,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
17,0,2,13,13,13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,1,7,8,7,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
19,1,4,8,8,8,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,4,13,11,11,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,0,10,9,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,4,12,13,13,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
17,0,2,12,12,11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
18,0,4,10,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,0,18,16,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,13,13,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
18,1,2,13,12,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,0,0,11,11,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,0,16,15,15,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
17,0,0,12,11,12,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,4,10,10,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,0,13,13,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17,1,0,7,6,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,0,11,10,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,10,14,12,11,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
19,2,4,7,7,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
18,0,3,14,12,12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
17,0,8,13,11,11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,14,6,5,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,19,18,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,2,8,8,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
20,2,4,15,14,15,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
18,0,4,8,9,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,15,15,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,17,10,10,10,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
18,0,4,15,14,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,5,7,6,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17,0,2,11,11,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
19,1,0,6,5,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,1,14,6,5,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,2,10,9,10,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,7,6,5,6,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
19,1,0,7,5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,7,9,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
18,1,0,6,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
20,2,11,9,9,9,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17,0,3,14,16,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
21,3,3,10,8,7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
18,0,0,11,12,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
19,0,5,8,9,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
